sentimen,tweet,_exclaim,_question,_upper_rt,tweet_pp
netral,Skak Mat untuk Prabowo - Sandi  Amburadul Ekonomi Macro - Micro memangnya NKRI dihuni segelintir orang  https://www.facebook.com/KASTAONE/posts/2362981890399549Â â€¦,0,0,0.12727272727272726,sukak prabowo sandi amburadul macron omicron memangnya nkri dihuni segelintir orang
netral,Demokrat Minta Prabowo Hargai Kontribusi Presiden SBY  http://bit.ly/2X9aSxxÂ ,0,0,0.15384615384615385,demokrat prabowo hargai kontribusi presiden sby
netral,"Ekonom CSIS Fajar B Hirawan menjelaskan faktor eksternal lebih menyebabkan mengapa pertumbuhan ekonomi 6,5% dalam jangka waktu 5 tahun ke depan sulit untuk dicapai  #HoaxSandiaga #SandiwaraUno #JokowiMenangTotalDebat #salamsatujempol #prabowo #debatpilpres2019 #prabowosandi2019 pic.twitter.com/jFcs1SUfw1",0,0,0.06229508196721312,ekonom sih fajar berdua harapan faktor eksternal menyebabkan pertumbuhan jangka sulit dicapai hoaxsandiaga sandiwarauno salamsatujempol prabowo debatpilpres prabowosandi
netral,"Capres Joko Widodo (Jokowi) menekankan pemerataan pembangunan di wilayah Indonesia. Lewat pemerataan pembangunan seperti infrastruktur, pertumbuhan ekonomi bisa meningkat di tiap wilayah.",0,0,0.03208556149732621,capres joko widodo menekankan pemberantasan pembangunan wilayah indonesia pemberantasan pembangunan infrastruktur pertumbuhan meningkat wilayah
negatif,Cina butuh 40 tahun bangun ekonominya katanya ... @jokowi baru 4.5 tahun dah mau digeser !!! Hiks,3,0,0.020618556701030927,cina butuh bangun ekonominya deh digeser hiks
netral," https://bit.ly/2XaxtdaÂ   Ekonomi Salah Arah, Om Wowo Salahkan Presiden-Presiden Sebelum @jokowi #PrabowoSalahkanSBY",0,0,0.13675213675213677,salah arah opm wowo salahkan presidenpresiden
netral,"Om Wowo bilang, ekonomi salah jalan. Dia menyalahkan presiden-presiden sebelum @jokowi #PrabowoSalahkanSBY",0,0,0.07547169811320754,opm wowo bilang salah jalan menyalahkan presidenpresiden
netral,"Debat kelima ini akan bertemakan ekonomi dan kesejahteraan sosial, keuangan dan investasi, serta perdagangan industri. Untuk mewujudkannya, Jokowi mengaku telah membangun infrastruktur yang tidak hanya di Pulau Jawa.",0,0,0.023148148148148147,debat berteman kesejahteraan sosial keuangan investasi perdagangan industri mewujudkannya mengaku membangun infrastruktur tidak pulau jawa
negatif,"Pertumbuhan ekonomi itu salah satu indikator keberhasilan pemerintah, jangan hanya krn tdk tercapai trs mengabaikannya. Coba kalu skrg pertumbuhan ek kita 10% pasti bpk jual buat kampanye. Bukankah begitu?",0,1,0.014634146341463415,pertumbuhan salah indikator keberhasilan pemerintah jangan krn tdk tercapai trs mengabaikannya coba kalu skrg pertumbuhan bpk jual kampanye ?
netral,"Karena pertumbuhan ekonomi tanpa adanya pemerataan adalah sebuah ketimpangan, sebut Jokowi.",0,0,0.02197802197802198,pertumbuhan pemberantasan ketimpangan
netral,"Jokowi vs Sandi Debat Ekonomi Makro dan Mikro, Pahami Artinya   http://bit.ly/2KBgIGCÂ ",0,0,0.16091954022988506,visa sandi debat makaroni mikro pahami
netral,Jokowi menyebut pembangunan tidak hanya bertumpu pada pertumbuhan ekonomi saja tetapi juga pemerataan. Dia ingin mewujudkan keadilan yang menyeluruh.,0,0,0.013422818791946308,menyebut pembangunan tidak bertemu pertumbuhan pemberantasan mewujudkan keadilan
netral,Jokowi Jawab Kritik Pertumbuhan Ekonomi 5% dan Pamerkan AkuisisiÂ Freeport  https://bhinnekanusantara.id/jokowi-jawab-kritik-pertumbuhan-ekonomi-5-dan-pamerkan-akuisisi-freeport/Â â€¦ pic.twitter.com/uelpK8Cxfd,0,0,0.05714285714285714,kritik pertumbuhan dipamerkan akuisisifreeport
netral,"Prabowo : Ekonomi RI Salah Arah, Karena Salah Presiden-Presiden Sebelum Jokowi:  http://metrobali.com/prabowo-ekonomi-ri-salah-arah-karena-salah-presiden-presiden-sebelum-jokowi/Â â€¦ via @metrobali",0,0,0.06565656565656566,prabowo salah arah salah presidenpresiden via metrobali
netral,"Kegiatan ini diselenggarakan utk yg ke 2 kalinya, sejak diluncurkan oleh Presiden @jokowi, 4 April 2018. #IIS2019 diselenggarakan dengan tema ""Implementasi Making Indonesia 4.0 Menuju Indonesia Menjadi Negara 10 Besar Ekonomi Duniaâ€,   #Industri4.0 #IIS2019 pic.twitter.com/fYZCUVRAhk",0,0,0.0944055944055944,kegiatan diselenggarakan utk kalinya diluncurkan presiden april bisnis diselenggarakan tema implementasi marketing indonesia indonesia negara dunia industri bisnis
netral,"Debat Terbuka: Sandi Dinilai Kuasai Ekonomi, Jokowi Paksa Bicara Digital  https://news.detik.com/berita/d-4509599/debat-terbuka-sandi-dinilai-kuasai-ekonomi-jokowi-paksa-bicara-digitalÂ â€¦",0,0,0.0582010582010582,debat terbuka sandi dinilai kuasai paksa bicara digital
positif,"Sejujurnya w setuju sih. Gimana ya, debat terakhir kemarin itu adalah debat capres pertama yang w tonton, dan menurutku, meskipun pak jokowi ngomongnya e e gitu tp dia tuh ngerti teori semacam ekonomi mikro makro gmn penanganannya dsb. Bangga!  https://twitter.com/snpftk/status/1117079444647059456Â â€¦",1,0,0.013201320132013201,sejujurnya gue setuju sih gimana ya debat kemarin debat capres gue tonton menurutku mengomongnya gitu tuh mengerti teori mikro makaroni gmn penanganannya dsb bangga
netral,"Detik-detik Prabowo Celingak Celinguk Tidak Paham Ekonomi Makro & Mikro, Simak!  https://www.kitaberita.com/2019/04/detik-detik-prabowo-celingak-celinguk.htmlÂ â€¦",1,0,0.06748466257668712,detikdetik prabowo telinga celinguk tidak paham makaroni mikro simak
netral,"Pak Wowo dalam debat mengatakan, orientasi ekonomi Indonesia tidak berada di jalur yg benar akibat ulah Presiden2 sebelum Pak @jokowi.  https://bit.ly/2PbAB5SÂ  #PrabowoSalahkanSBY",0,0,0.08333333333333333,wowo debat orientasi indonesia tidak jalur akibat ulah presiden
netral,"Pak Jokowi tetap menghargai Presiden2 sebelumnya, berkat mereka muncul Presiden yg nggak banyak bicara terus bekerjasama dg para ahli di kabinetnya maupun ahli yg siap menyumbangkan idenya untuk memajukan Indonesia, dan mengajak semua untuk kerja, kerja, kerja  https://twitter.com/yusuf_dumdum/status/1117070173729509382Â â€¦",0,0,0.018404907975460124,menghargai presiden berkat muncul presiden bicara terus bekerjasama ahli kabinetnya ahli mengembangkan idenya memajukan indonesia mengajak kerja kerja kerja
negatif,"#PrabowoSalahkanSBY  https://bit.ly/2Za6qjLÂ . PS bolak-balik menyinggung soal deindustrialisasi. Anehnya, dia mengatakan tak ingin menyalahkan @jokowi. Dia malah berujar salah arahnya pembangunan ekonomi Indonesia tak terlepas dr andil presiden sebelum Jokowi. Jelaskan?",0,1,0.055350553505535055,pas bolakbalik menyinggung deindustrialisasi anehnya menyalahkan salah arahnya pembangunan indonesia terlepas andil presiden ?
positif,Dengan niat yang tulus kami relawan di daerah siap menangkan @Jokowi dan menjadikan moment di #MulaiPutihkanGBK sebagai tragedi yang paling berharga bagi bangsa dan Negara. #2019BaliJOIN #2019TetapJokowi,0,0,0.07389162561576355,niat tulus relawan daerah menyenangkan menjadikan moment mulaiputihkangbk tragedi berharga bangsa negara balikin tetapjokowi
netral,"Sering Sebut Emak-emak Sebagai Standar Kondisi Ekonomi, Sandi Dikepret Jokowi  http://akurat.co/ekonomi/id-590422-read-sering-sebut-emakemak-sebagai-standar-kondisi-ekonomi-sandi-dikepret-jokowiÂ â€¦",0,0,0.05527638190954774,emakemak standar kondisi sandi diseret
positif,Masuk akal bagi prabowo sandi karena sandiaga uno ga pernah ambil gaji waktu jadi wakil gubernur,0,0,0.010416666666666666,masuk akal prabowo sandi sandiaga uno ambil gaji wakil gubernur
netral,"RT GesuriID ""Era Pemerintahan Jokowi Terjadi Pemerataan Ekonomi   https://www.gesuri.id/pemilu/era-pemerintahan-jokowi-terjadi-pemerataan-ekonomi-b1WexZjhzÂ â€¦ #pdiperjuangan""",0,0,0.07954545454545454,roti gesuriid era pemerintahan pemberantasan diperjuangkan
netral,"RT TRANS7 ""Menurut prabowo ""digital-digital itu bagus, tapi rakyat kita perlu swasembada pangan dengan harga terjangkau. Kita harus turunkan harga"". #DebatPilpres2019diTrans7  pic.twitter.com/6nbJooGPHc""",0,0,0.07881773399014778,roti trans prabowo digitaldigital bagus rakyat swasembada pangan harga terjangkau turunkan harga debatpilpresditrans
negatif,"Ketika paslon 01 bahas ekonomi makro secara global, paslon 02 jawabnya seperti anak bayi yang nggak ngerti apa2. Hanya bisa lihat ini itu tapi masih belajar utk memahami suatu pernyataan.   https://bit.ly/2X8pIEvÂ  #PrabowoSalahkanSBY Semakin mantap pilih @jokowi.",0,0,0.045454545454545456,paslon bahas makaroni global paslon anak bayi mengerti lihat belajar utk memahami pernyataan mantap pilih
positif,"Semakin mantap pilih @jokowi.  https://bit.ly/2X8pIEvÂ  Ketika paslon 01 bahas ekonomi makro secara global, paslon 02 jawabnya seperti anak bayi yang nggak ngerti apa2. Hanya bisa lihat ini itu tapi masih belajar utk memahami suatu pernyataan.  #PrabowoSalahkanSBY",0,0,0.045454545454545456,mantap pilih paslon bahas makaroni global paslon anak bayi mengerti lihat belajar utk memahami pernyataan
netral,"Apa saja kabar menarik dalam sepekan ini? Ya kita mulai saja: ada soal Jokowi yang kena hoaks lebih banyak, permainan di balik harga tiket pesawat, dan 4 kabar lainnya. #RingkasanSepekan https://beritagar.id/artikel/berita/6-kabar-terpopuler-sepekan-terakhirÂ â€¦",0,1,0.022813688212927757,kabar menarik sepekan ? ya kena hoaks permainan harga tiket pesawat kabar ringkasansepekan
negatif,"Iya neh, bpk sprtnya kurang sehat. Terlihat dr raut wajah.. Kan keterlaluan gubernurnya masak sampe biarin anak kagak makan, kerjaan nye ape tuh. Pencitraan mlulu. Dibayar rakyat neh.. Jgn makan gaji buta.",0,0,0.02926829268292683,iya nih bpk kurang sehat raut wajah gubernurnya masak biarkan anak kagak makan pekerjaan nye tuh pencitraan melulu dibayar rakyat nih jgn makan gaji buta
negatif,Ini obrolan ngalor ngidul gak jelas blas. Apa urusannya Mobile Legends sama ekonomi nasional?   Mengada ada kejauhan banget bicara industri kreatif - seluruh kreasi dan nilai ekonominya kan diekspor lagi keluar?   Lalu yg dijual Pak Jokowi semalem itu apa?  https://twitter.com/SilasSihot/status/1117317575795306497Â â€¦,0,3,0.034375,obrolan ngalor ngidul balas urusannya mobile legendaris nasional ? menghadapi kejauhan banget bicara industri kreatif kreasi nilai ekonominya diekspor ? dijual semalem ?
negatif,"@nahdlatululama Heran , prabowo bilang mau mau tingkatkan penerimaan pajak , kok sandi bilang akan menghapus pajak dr pengusaha kecil .. ini kok bertolak belakang kebijakan nya ? Coba deh dengar ulang debat nya masalah pajak itu.",0,1,0.008733624454148471,nahdlatululama heran prabowo bilang tingkatkan penerimaan pajak sandi bilang menghapus pajak pengusaha bertolak kebijakan nya ? coba deh dengar ulang debat nya pajak
netral,"Jika Jadi Presiden-Wapres, Gaji Prabowo-Sandi untuk Negara  http://dlvr.it/R2n0y6Â  pic.twitter.com/0le8yEzDDh",0,0,0.11818181818181818,presidenwapres gaji prabowosandi negara
positif,"Yup, nah kalo gini diskusinya enak ya. Tambahan dr sy tidak sekadar ukuran ttp juga kualitasnya atau tingkat prioritasnya. Misal, target pemerataan pembangunan d luar pulau Jawa mgkn mjd prior krn pemerintah ingin menumbuhkan bibit2 pertumbuhan ekonomi yg baru di sana.",0,0,0.01486988847583643,ya kalo gini diskusinya enak ya tambahan tidak ukuran ttp kualitasnya tingkat prioritasnya target pemberantasan pembangunan pulau jawa mgkn masjid prioritas krn pemerintah menumbuhkan bibit pertumbuhan
negatif,"Pak wowo sukanya asbun ya..istilah jowo..Waton njeplak kalo ngomong. Ada 16 paket kebijakan ekonomi di era pak Jokowi. Ini Pak wowo sering sekali ambil rujukan masa orde baru sih. Makanya presiden SBY dll dianggap salah urus negara jua,asal main serang aja..@hariadhi @wangdendo pic.twitter.com/osCiDRlo96",0,0,0.04262295081967213,wowo sukanya hasibuan istilah jowowaton nyeplak kalo mengomong paket kebijakan era wowo ambil rujukan orde sih presiden sby dll dianggap salah urus negara muasal main serang ajahariadhi wangdendo
positif,"Mertua saya, guru honorer mengabdi dr SMP ke SMA hampir 8 tahun, dengan gaji paling besar 450rb. Ikhlas, saking suka sekali dengan profesi anak bungsu nya rela di momongkan ke tetangga, semoga setlh pak @prabowo  jd presiden lbh menyantuni para guru honorer,",0,0,0.031007751937984496,mertua guru honorer mengabdi smp sma gaji ribu ikhlas saking suka profesi anak bungsu nya rela mengomongkan tetangga semoga prabowo presiden lbh menyantuni guru honorer
positif,"Infrastruktur Bukan untuk Dimakan, Tetapi untuk Kedaulatan Pangan, Mikir! tujuan pembangunan infrastruktur seperti jalan tol,  pelabuhan atau bandara demi konektivitas masyarakat dan percepatan roda perekonomian https://twitter.com/jokowi/status/1117317174572359680?s=19Â â€¦",1,1,0.02909090909090909,infrastruktur bukan dimakan kedaulatan pangan mikir tujuan pembangunan infrastruktur jalan tol pelabuhan bandara konektivitas masyarakat percepatan roda perekonomian
positif,Jika @prabowo @sandiuno terpilih menjadi Presiden RI maka Gaji nya TIDAK Diambil Diserahkan untuk kepentingan rakyat  Masya Allah   #2019GantiPresiden #TPSTusukPrabowoSandi #17AprilCoblosPrabowoSandi https://twitter.com/sandiuno/status/1117085176545157121Â â€¦,0,0,0.10384615384615385,prabowo sandiuno terpilih presiden gaji nya tidak diambil diserahkan kepentingan rakyat masya allah gantipresiden tpstusukprabowosandi aprilcoblosprabowosandi
negatif,Logika berpikir Andre jeblok !. Apa krn caleg DKI lantas gak tahu keadaan di lapangan ? Mikirnya cm bisa selangkah ! Keadaan perekonomian dunia yg serba sulit msh ngotot harga pupuk murah. Sama sj membunuh pabrikan. Mau disubsidi ? Mikir gak klo keuangan negara cukup atau tidak ?,2,3,0.039285714285714285,logika berpikir andre jeblok krn caleg dki lantas lapangan ? mikirnya selangkah perekonomian dunia serba sulit msh ngotot harga pupuk murah membunuh pabrikan disubsidi ? mikir kalo keuangan negara tidak ?
positif,#JokowiMenangTotalDebat Tentunya dengan program Jokowi yang sangat pro rakyat seperti Karto Sembako untuk ibu ibu agar bisa membeli harga dengan murah sehingga meningkatkan kesejahteraan keluarganya.,0,0,0.04020100502512563,program pro rakyat karyoto sembako membeli harga murah meningkatkan kesejahteraan keluarganya
netral,"Ibarat selfy, motret diri sendiri.  Analis Politik: Soal Ekonomi, Jokowi Kritik Kebijakannya Sendiri  https://www.gelora.co/2019/04/analis-politik-soal-ekonomi-jokowi.htmlÂ â€¦",0,0,0.056818181818181816,sey memotret analis politik kritik kebijakannya
positif,Komitmen inilah yg ditakuti si Jae.   #17AprilPilihPrabowoSandi Prabowo-Sandi Komitmen Jika Terpilih Sebagai Kepala Negara Tidak Akan Ambil Gaji    https://www.gardaindonews.com/prabowo-sandi-komitmen-jika-terpilih-sebagai-kepala-negara-tidak-akan-ambil-gaji/Â â€¦,0,0,0.07196969696969698,komitmen ditindaklanjuti sih jae aprilpilihprabowosandi prabowosandi komitmen terpilih kepala negara tidak ambil gaji
netral,#JokowiMenangTotalDebat. Jokowi fokuskan APBN & APBD difokuskan pada belanja2 produktif untuk dorong ekonomi rakyat. #01ndonesiaMaju,0,0,0.10606060606060606,memfokuskan apbn apbd difokuskan belanja produktif dorong rakyat ndonesiamaju
positif,Lebih Baik Tidak Mengambil Gaji Dari Pada Memakan Uang Rakyat Yah Bong Apalagi Jual Beli Jabatan ðŸ˜‚,0,0,0.16831683168316833,baik tidak mengambil gaji memakan uang rakyat yah bong jual beli jabatan
netral,"Tidak Cuma Cek Harga, Jokowi Juga Akan Perbaiki Pasar #2019JokowiKyaiMaruf #JokowiKHMarufUnggulanKita #DerinDiPRO2FM #InterBarÃ§a  https://twitter.com/tag_nusantara/status/1059979831734022144/video/1Â â€¦",0,0,0.14215686274509803,tidak cek harga perbaiki pasar jokowikyaimaruf jokowikhmarufunggulankita derindiprofm interbara
positif,"#JokowiMenangTotalDebat Dengan pemerataan pembangunan yang dilakukan Jokowi menjadi bukti Jokowi melakukan kemajuan untuk kawasan ekonomu kusus industri, pariwisata dan barangâ€ kerajinan. Untuk memperjuangkan ekonomi Indonesia.",0,0,0.039301310043668124,pemberantasan pembangunan bukti kemajuan kawasan khusus industri pariwisata barang kerajinan memperjuangkan indonesia
negatif,"Segmen debat tentang ekonomi syariah kemarin sangat tidak berbobot. Jokowi mau bikin Halal Park dekat GBK, Uno menyinggung Indonesia sebagai salah satu pengimpor produk halal terbesar.  HELLO??? Produk halal itu pada dasarnya ya semua produk yang tidak diharamkan.",0,3,0.056818181818181816,segmen debat syariah kemarin tidak berbobot bikin halal park gbk uno menyinggung indonesia salah mengimpor produk halal terbesar hello ? ? ? produk halal dasarnya ya produk tidak diharamkan
netral,"@SandiUno @Prabowo @MardaniAliSera @FadliZon Pak prabowo membalikkan pertanyaan pak jokowi tadi, dengan menyinggung bahwa sektor ekonomi dan lapangan kerja harus di fokus kan. Memang dunia digital sedang hype jaman ini, namun persoalan mendasar negeri har",0,0,0.0392156862745098,sandiuno prabowo mardanialisera fadlizon prabowo membalikkan menyinggung sektor lapangan kerja fokus dunia digital hype jaman mendasar negeri
netral,"Prabowo Sebut Garuda Sulit Untung, TKN: Pengaruh Harga Avtur  https://bisnis.tempo.co/read/1195592/prabowo-sebut-garuda-sulit-untung-tkn-pengaruh-harga-avtur?utm_source=Digital%20Marketing&utm_medium=Twitter&utm_campaign=dlvritÂ â€¦",0,1,0.06465517241379311,prabowo garuda sulit untung tukang pengaruh harga adventure
netral,#JokowiMenangTotalDebat Dengan lugas Jokowi sampaikan visi misinya dalam debat terakhir. Jokowi tegaskan akan Mengembalikan watak asli kami di indonesia tidak bertumpu pada ekonomi saja namun juga pada pemerataan pembangunan.,0,0,0.035555555555555556,visi komposisinya debat tegaskan mengembalikan watak asli indonesia tidak bertemu pemberantasan pembangunan
netral,Prabowo-Sandi Janji tak Ambil Gaji Jika Terpilih ,0,0,0.14285714285714285,prabowosandi janji ambil gaji terpilih
negatif,"Hua..ha..ha..SKAK MAT @prabowo @sandiuno ,menghalalkan segala cara untuk rebut kekuasan, udah gitu merengek rengek spy dpt kekuasan dng berdalih gak akan ambil gaji tp ambil tunjangan..#dasarkampretgila @Ayaniulva @Iwanpiliang7 @musniumar @hnurwahid @SayapGaruda08 @rizalkuddah https://twitter.com/AT_AbdillahToha/status/1117095305072132096Â â€¦",0,0,0.04927536231884058,huahahaskak prabowo sandiuno menghalalkan rebut kekuasaan gitu menengok brengsek spy kekuasaan dng berdalih ambil gaji ambil tunjangandasarkampretgila ayaniulva iwanpiliang musniumar hnurwahid sayapgaruda rizalkuddah
netral,menuding SBY dibalik semua kesalahan ekonomi Indonesia  https://bit.ly/2Kx8krrÂ  @jokowi @95_teguh #PrabowoSalahkanSBY,0,0,0.09322033898305085,menuding sby dibalik kesalahan indonesia teguh
positif,Pertumbuhan ekonomi harus diimbangi dengan pemerataan. jokowi sekali lagi  pic.twitter.com/SGv0Izr459,0,0,0.039603960396039604,pertumbuhan diimbangi pemberantasan
netral,Prabowo-Sandi Komitmen Jika Terpilih Sebagai Kepala Negara Tidak Akan Ambil Gaji  https://www.gardaindonews.com/prabowo-sandi-komitmen-jika-terpilih-sebagai-kepala-negara-tidak-akan-ambil-gaji/Â â€¦,0,0,0.06565656565656566,prabowosandi komitmen terpilih kepala negara tidak ambil gaji
netral,"Saat ini hanya 2 pemimpin negara yg tidak mau di gaji yaitu : Paus Fransiskus dr Vatikan dan Donald Trump USA, setelah 17 April yg ketiga Prabowo-Sandi satu2-nya di Asia..",0,0,0.07602339181286549,pemimpin negara tidak gaji paus fransiskus vatikan donald trump april ketiga prabowosandi satunya asia
negatif,"Emg siapa yg nyuruh makan aspal? Ada? Trus SBY gaji guru dan honorer d naikan, prabowo juga.. Pdhal peran penting adalah pertanian dan petani, buruh tani.. Guru bisa nyediain beras dan bahan makan yg lain?? Semua petani, klw petani ga sejahtera, trs ngambek gmw nanam gmna? Km ta?",0,6,0.03571428571428571,emg nyuruh makan aspal ? ? terus sby gaji guru honorer prabowo pdhal peran pertanian petani buruh tani guru nyediain beras bahan makan ? ? petani klw petani sejahtera trs mengambek m mengancam gmna ? km ?
positif,"70 Tahun Merdeka, harga bbm bisa sama sampai Papua yg bikin ya Jokowi melawan para mafia. Itu dulu satu, kalau ku jelaskan banyak yg dilakukan Jokowi .",0,0,0.039735099337748346,merdeka harga bbm papua bikin ya melawan mafia ku
netral,"Saat membicarakan pertumbuhan ekonomi, capres nomor urut 01 Jokowi mengaitkannya dengan pemerataan. Ia pun berujar tak hanya memfokuskan infrastruktur di pulau Jawa. Simak kesesuaian pernyataannya di #CekFaktaCNN berikut ini!  https://bit.ly/2ZcoMADÂ  #CNNIndonesia pic.twitter.com/lKx8KboZYr",1,0,0.07876712328767123,membicarakan pertumbuhan capres nomor urut mengaitkannya pemberantasan memfokuskan infrastruktur pulau jawa simak kesesuaian pernyataannya cekfaktacnn cnnindonesia
negatif,"Kartu2 yg ditawarkan jokowi hanya untuk rakyat tidak mampu, bagaimana nasib karyawan yg gaji UMR diatas UMR dikit? Mereka dianggap masyarakat mampu dan tdk mendapat bantuan padahal mereka penduduk yg bekerja produktif  @sandiuno @Dahnilanzar @Fahrihamzah",0,1,0.03937007874015748,kartu ditawarkan rakyat tidak nasib karyawan gaji umr diatas umr dikit ? dianggap masyarakat tdk bantuan penduduk produktif sandiuno dahnilanzar fahrihamzah
positif,"Jokowi jelas unggul dalam bidang ekonomi, tapi kalo hukum payah kata bapak saya  https://twitter.com/savicali/status/1117285297551630336Â â€¦",0,0,0.014184397163120567,unggul bidang kalo hukum payah
negatif,TEORI MABOK PRABOWO SANDI..   pangan dibuat MURAH...   petani dibuat MAKMUR..   gmn caranya?  Kalo dibuat MURAH harga beli di petani juga MURAH...   gmn petani jadi Makmur???   MAKMUR... ALA GEROMBOLAN NGIBUL.,0,4,0.3349282296650718,teori mabok prabowo sandi pangan murah petani makmur gmn ? kalo murah harga beli petani murah gmn petani makmur ? ? ? makmur ala gerombolan ngibul
netral,"Debat Final Pilpres, Jokowi Ulas Pemerataan Ekonomi  http://aksi.id/artikel/40135/Debat-Final-Pilpres-Jokowi-Ulas-Pemerataan-Ekonomi/#.XLLVeXqU_Eo.twitterÂ â€¦",0,0,0.13836477987421383,debat final pilpres ulas pemberantasan
netral,"Debat Pilpres 2019, Jika Terpilih  Prabowo Sandi Tak Ambil Gaji  http://aksi.id/artikel/40133/Debat-Pilpres-2019-Jika-Terpilih--Prabowo-Sandi-Tak-Ambil-Gaji-/#.XLLVY_cAkio.twitterÂ â€¦",0,0,0.1358695652173913,debat pilpres terpilih prabowo sandi ambil gaji
positif,"Mari kita hargai dan rayakan pesta demokrasi ini dengan penuh suka cita, bagi saya jika Bapak Prabowo yang menang ya Alhamdulillah dan kalau Bapak Jokowi yang kalah tetap Alhamdulillah.",0,0,0.03783783783783784,mari hargai pesta demokrasi penuh suka cita prabowo menang ya alhamdulillah kalah alhamdulillah
positif,Buat saya jokowi itu sudah harga mati..pantas saja rakyak nya menyukai anda..karna orang itu bisa melihat n memilih mana yg baik n mna yg buruk.. Dsto lah anda orang nya yg mampu membawa mereka kedepan dngan negara ini. Salam 2 periode..dri saya zaenal arip88,0,0,0.011583011583011582,harga matipantas nya menyukai andakarna orang memilih baik buruk deposito orang nya membawa kedepan negara salam periodedri kenal
negatif,"Harga pangan murah, catering murah, tusuk prabowo sandi haha",0,0,0.016666666666666666,harga pangan murah catering murah tusuk prabowo sandi haha
negatif,"Apaaaaa????? Gaji di berikan ke rakyat ,,, matamu kwi ,,,gajinya karyawan Kiani kertas aja yg di tanjung Redeb Berau sampai sekarang gak jelas",0,5,0.035211267605633804,? ? ? ? ? gaji rakyat matamu gajinya karyawan dikhianati kertas tanjung resep berlaku
positif,"mmng lah luar biasa pendukung 02, presiden RI kl di dlm negeri di hina"" , sdngkan orng luar negeri aja bnr"" bs menghargai presiden jokowi",0,0,0.014598540145985401,pendukung presiden dlm negeri hina orng negeri bnr menghargai presiden
netral,"Sebut Kebijakan Ekonomi Salah Arah, Prabowo Protes Gencarnya PembangunanÂ Infrastruktur  https://bhinnekanusantara.id/sebut-kebijakan-ekonomi-salah-arah-prabowo-protes-gencarnya-pembangunan-infrastruktur/Â â€¦ pic.twitter.com/X5pdIyxCKQ",0,0,0.07203389830508475,kebijakan salah arah prabowo protes benarnya pembangunaninfrastruktur
netral,"#PrabowoSalahkanSBY menayalahkan bowo menyebut kondisi ekonomi Indonesia yang salah arah, karena kesalahan presiden-presiden sebelum Jokowi  https://bit.ly/2P9eEEmÂ  @jokowi @riofebriant2",0,0,0.058823529411764705,menyalakan bowo menyebut kondisi indonesia salah arah kesalahan presidenpresiden riofebriant
netral,"Prabowo Mau Naikkan Tax Ratio 16%, Jokowi: Nanti Shock Ekonomi,Â Pak!  https://bhinnekanusantara.id/prabowo-mau-naikkan-tax-ratio-16-jokowi-nanti-shock-ekonomi-pak/Â â€¦ pic.twitter.com/E3Y4TPI1n9",1,0,0.08673469387755102,prabowo naikkan tax operation shock ekonomipak
positif,"Pak @prabowo dan Bang @sandiuno niat gak ambil gaji kalo terpilih .. yg nyinyir langsung pada nararongol. ""Gaji mah kecil, tunjangannya gede!"" ""Sedekah kok dipamerin!"" ""Kampanye bawa2 agama!"" ""Amal gak diterima kalo pamer!"" Duh Gusti, gini amat hatred nya yak ðŸ¤¦â€â™€ï¸ðŸ¤¦â€â™€ï¸ #YourTurnBro",4,0,0.043478260869565216,prabowo bang sandiuno niat ambil gaji kalo terpilih nyinyir langsung nararongol gaji mah kunjungannya gede sedekah dipamerkan kampanye bawa agama amal diterima kalo pamer duh gusti gini hard nya yak yourturnbro
positif,"Sebuah closing statement yg mantap, Prabowo Subianto-Sandiaga Uno akan menyumbangkan seluruh gajinya utk kemaslahatan rakyat dan kaum dhuafa. Masyaa Allah.., mereka berhati mulia, menjadi Presiden dan Wakil Presiden bukan utk mencari dunia. Ya Allah.., Ridhoilah mereka berdua  pic.twitter.com/L1SPk4sWu2",0,0,0.05592105263157895,cooking statement mantap prabowo subiantosandiaga uno mengembangkan gajinya utk kemaslahatan rakyat kaum dhuafa masyarakat allah berhati mulia presiden wakil presiden bukan utk mencari dunia ya allah ridhoilah berdua
netral,"Jika terpilih, Prabowo Sandi tak akan ambil gaji. Insya Allah Prabowo Sandi akan tepati janji.  https://twitter.com/detikcom/status/1117096276737306625Â â€¦",0,0,0.05128205128205128,terpilih prabowo sandi ambil gaji insya allah prabowo sandi ditempati janji
negatif,iya ga ambil gaji kan yg menang pak @jokowi ðŸ™ðŸ™,0,0,0.038461538461538464,iya ambil gaji menang
positif,Setelah di lantik Prabowo-Sandi sudah jadi Macan Asia sebab saat ini tidak ada pemimpin Asia yg tidak di gaji..#YourTurnBro,0,0,0.07317073170731707,dilantik prabowosandi macan asia tidak pemimpin asia tidak gajiyourturnbro
positif,"Klo Jokowi pasti butuh gaji utk nafkahi kluarga. Karena Jokowi haram utak atik APBN, Gratif, dlsb. Beda dgn BOSAN ktnya ga mau gaji (yg sdikit itu), lantas ngeruk darimana ?...wah KPK hrs kerja keras dong. Klo gitu #JokowiLagi aja deh https://twitter.com/RealForJKW/status/1117104782362079232Â â€¦",0,1,0.09090909090909091,kalo butuh gaji utk menafkahi keluarga haram mutlak atik apbn gratifikasi desa beda dgn bosan gaji lantas merusak darimana ? kpk hrs kerja keras kalo gitu jokowilagi deh
